Driver,Team,GridPosition,Position,ClassifiedPosition,Status,Points,Season,Race,RoundNumber
ALO,Aston Martin,12.0,11.0,11,Finished,0.0,2025,Japanese Grand Prix,3
TSU,Red Bull Racing,14.0,12.0,12,Finished,0.0,2025,Japanese Grand Prix,3
GAS,Alpine,11.0,13.0,13,Finished,0.0,2025,Japanese Grand Prix,3
SAI,Williams,15.0,14.0,14,Finished,0.0,2025,Japanese Grand Prix,3
DOO,Alpine,19.0,15.0,15,Finished,0.0,2025,Japanese Grand Prix,3
HUL,Kick Sauber,16.0,16.0,16,Finished,0.0,2025,Japanese Grand Prix,3
LAW,Racing Bulls,13.0,17.0,17,Finished,0.0,2025,Japanese Grand Prix,3
OCO,Haas F1 Team,18.0,18.0,18,Finished,0.0,2025,Japanese Grand Prix,3
BOR,Kick Sauber,17.0,19.0,19,Finished,0.0,2025,Japanese Grand Prix,3
STR,Aston Martin,20.0,20.0,20,Lapped,0.0,2025,Japanese Grand Prix,3
PIA,McLaren,1.0,1.0,1,Finished,25.0,2025,Bahrain Grand Prix,4
RUS,Mercedes,3.0,2.0,2,Finished,18.0,2025,Bahrain Grand Prix,4
NOR,McLaren,6.0,3.0,3,Finished,15.0,2025,Bahrain Grand Prix,4
LEC,Ferrari,2.0,4.0,4,Finished,12.0,2025,Bahrain Grand Prix,4
HAM,Ferrari,9.0,5.0,5,Finished,10.0,2025,Bahrain Grand Prix,4
VER,Red Bull Racing,7.0,6.0,6,Finished,8.0,2025,Bahrain Grand Prix,4
GAS,Alpine,4.0,7.0,7,Finished,6.0,2025,Bahrain Grand Prix,4
OCO,Haas F1 Team,14.0,8.0,8,Finished,4.0,2025,Bahrain Grand Prix,4
TSU,Red Bull Racing,10.0,9.0,9,Finished,2.0,2025,Bahrain Grand Prix,4
BEA,Haas F1 Team,20.0,10.0,10,Finished,1.0,2025,Bahrain Grand Prix,4
ANT,Mercedes,5.0,11.0,11,Finished,0.0,2025,Bahrain Grand Prix,4
ALB,Williams,15.0,12.0,12,Finished,0.0,2025,Bahrain Grand Prix,4
HAD,Racing Bulls,12.0,13.0,13,Finished,0.0,2025,Bahrain Grand Prix,4
DOO,Alpine,11.0,14.0,14,Finished,0.0,2025,Bahrain Grand Prix,4
ALO,Aston Martin,13.0,15.0,15,Finished,0.0,2025,Bahrain Grand Prix,4
LAW,Racing Bulls,17.0,16.0,16,Finished,0.0,2025,Bahrain Grand Prix,4
STR,Aston Martin,19.0,17.0,17,Finished,0.0,2025,Bahrain Grand Prix,4
BOR,Kick Sauber,18.0,18.0,18,Finished,0.0,2025,Bahrain Grand Prix,4
SAI,Williams,8.0,19.0,R,Retired,0.0,2025,Bahrain Grand Prix,4
HUL,Kick Sauber,16.0,20.0,D,Disqualified,0.0,2025,Bahrain Grand Prix,4
PIA,McLaren,2.0,1.0,1,Finished,25.0,2025,Saudi Arabian Grand Prix,5
VER,Red Bull Racing,1.0,2.0,2,Finished,18.0,2025,Saudi Arabian Grand Prix,5
LEC,Ferrari,4.0,3.0,3,Finished,15.0,2025,Saudi Arabian Grand Prix,5
NOR,McLaren,10.0,4.0,4,Finished,12.0,2025,Saudi Arabian Grand Prix,5
RUS,Mercedes,3.0,5.0,5,Finished,10.0,2025,Saudi Arabian Grand Prix,5
ANT,Mercedes,5.0,6.0,6,Finished,8.0,2025,Saudi Arabian Grand Prix,5
HAM,Ferrari,7.0,7.0,7,Finished,6.0,2025,Saudi Arabian Grand Prix,5
SAI,Williams,6.0,8.0,8,Finished,4.0,2025,Saudi Arabian Grand Prix,5
ALB,Williams,11.0,9.0,9,Finished,2.0,2025,Saudi Arabian Grand Prix,5
HAD,Racing Bulls,14.0,10.0,10,Finished,1.0,2025,Saudi Arabian Grand Prix,5
ALO,Aston Martin,13.0,11.0,11,Finished,0.0,2025,Saudi Arabian Grand Prix,5
LAW,Racing Bulls,12.0,12.0,12,Finished,0.0,2025,Saudi Arabian Grand Prix,5
BEA,Haas F1 Team,15.0,13.0,13,Finished,0.0,2025,Saudi Arabian Grand Prix,5
OCO,Haas F1 Team,19.0,14.0,14,Finished,0.0,2025,Saudi Arabian Grand Prix,5
HUL,Kick Sauber,18.0,15.0,15,Lapped,0.0,2025,Saudi Arabian Grand Prix,5
STR,Aston Martin,16.0,16.0,16,Lapped,0.0,2025,Saudi Arabian Grand Prix,5
DOO,Alpine,17.0,17.0,17,Lapped,0.0,2025,Saudi Arabian Grand Prix,5
BOR,Kick Sauber,20.0,18.0,18,Lapped,0.0,2025,Saudi Arabian Grand Prix,5
TSU,Red Bull Racing,8.0,19.0,R,Retired,0.0,2025,Saudi Arabian Grand Prix,5
GAS,Alpine,9.0,20.0,R,Retired,0.0,2025,Saudi Arabian Grand Prix,5
PIA,McLaren,4.0,1.0,1,Finished,25.0,2025,Miami Grand Prix,6
NOR,McLaren,2.0,2.0,2,Finished,18.0,2025,Miami Grand Prix,6
RUS,Mercedes,5.0,3.0,3,Finished,15.0,2025,Miami Grand Prix,6
VER,Red Bull Racing,1.0,4.0,4,Finished,12.0,2025,Miami Grand Prix,6
ALB,Williams,7.0,5.0,5,Finished,10.0,2025,Miami Grand Prix,6
ANT,Mercedes,3.0,6.0,6,Finished,8.0,2025,Miami Grand Prix,6
LEC,Ferrari,8.0,7.0,7,Finished,6.0,2025,Miami Grand Prix,6
HAM,Ferrari,12.0,8.0,8,Finished,4.0,2025,Miami Grand Prix,6
SAI,Williams,6.0,9.0,9,Finished,2.0,2025,Miami Grand Prix,6
TSU,Red Bull Racing,10.0,10.0,10,Finished,1.0,2025,Miami Grand Prix,6
HAD,Racing Bulls,11.0,11.0,11,Finished,0.0,2025,Miami Grand Prix,6
OCO,Haas F1 Team,9.0,12.0,12,Finished,0.0,2025,Miami Grand Prix,6
GAS,Alpine,20.0,13.0,13,Finished,0.0,2025,Miami Grand Prix,6
HUL,Kick Sauber,16.0,14.0,14,Lapped,0.0,2025,Miami Grand Prix,6
ALO,Aston Martin,17.0,15.0,15,Lapped,0.0,2025,Miami Grand Prix,6
STR,Aston Martin,18.0,16.0,16,Lapped,0.0,2025,Miami Grand Prix,6
LAW,Racing Bulls,15.0,17.0,R,Retired,0.0,2025,Miami Grand Prix,6
BOR,Kick Sauber,13.0,18.0,R,Retired,0.0,2025,Miami Grand Prix,6
BEA,Haas F1 Team,19.0,19.0,R,Retired,0.0,2025,Miami Grand Prix,6
DOO,Alpine,14.0,20.0,R,Retired,0.0,2025,Miami Grand Prix,6
VER,Red Bull Racing,2.0,1.0,1,Finished,25.0,2025,Emilia Romagna Grand Prix,7
NOR,McLaren,4.0,2.0,2,Finished,18.0,2025,Emilia Romagna Grand Prix,7
PIA,McLaren,1.0,3.0,3,Finished,15.0,2025,Emilia Romagna Grand Prix,7
HAM,Ferrari,12.0,4.0,4,Finished,12.0,2025,Emilia Romagna Grand Prix,7
ALB,Williams,7.0,5.0,5,Finished,10.0,2025,Emilia Romagna Grand Prix,7
LEC,Ferrari,11.0,6.0,6,Finished,8.0,2025,Emilia Romagna Grand Prix,7
RUS,Mercedes,3.0,7.0,7,Finished,6.0,2025,Emilia Romagna Grand Prix,7
SAI,Williams,6.0,8.0,8,Finished,4.0,2025,Emilia Romagna Grand Prix,7
HAD,Racing Bulls,9.0,9.0,9,Finished,2.0,2025,Emilia Romagna Grand Prix,7
TSU,Red Bull Racing,20.0,10.0,10,Finished,1.0,2025,Emilia Romagna Grand Prix,7
ALO,Aston Martin,5.0,11.0,11,Finished,0.0,2025,Emilia Romagna Grand Prix,7
HUL,Kick Sauber,17.0,12.0,12,Finished,0.0,2025,Emilia Romagna Grand Prix,7
GAS,Alpine,10.0,13.0,13,Finished,0.0,2025,Emilia Romagna Grand Prix,7
LAW,Racing Bulls,15.0,14.0,14,Finished,0.0,2025,Emilia Romagna Grand Prix,7
STR,Aston Martin,8.0,15.0,15,Finished,0.0,2025,Emilia Romagna Grand Prix,7
COL,Alpine,16.0,16.0,16,Finished,0.0,2025,Emilia Romagna Grand Prix,7
BEA,Haas F1 Team,19.0,17.0,17,Finished,0.0,2025,Emilia Romagna Grand Prix,7
BOR,Kick Sauber,14.0,18.0,18,Finished,0.0,2025,Emilia Romagna Grand Prix,7
ANT,Mercedes,13.0,19.0,R,Retired,0.0,2025,Emilia Romagna Grand Prix,7
OCO,Haas F1 Team,18.0,20.0,R,Retired,0.0,2025,Emilia Romagna Grand Prix,7
NOR,McLaren,1.0,1.0,1,Finished,25.0,2025,Monaco Grand Prix,8
LEC,Ferrari,2.0,2.0,2,Finished,18.0,2025,Monaco Grand Prix,8
PIA,McLaren,3.0,3.0,3,Finished,15.0,2025,Monaco Grand Prix,8
VER,Red Bull Racing,4.0,4.0,4,Finished,12.0,2025,Monaco Grand Prix,8
HAM,Ferrari,7.0,5.0,5,Finished,10.0,2025,Monaco Grand Prix,8
HAD,Racing Bulls,5.0,6.0,6,Lapped,8.0,2025,Monaco Grand Prix,8
OCO,Haas F1 Team,8.0,7.0,7,Lapped,6.0,2025,Monaco Grand Prix,8
LAW,Racing Bulls,9.0,8.0,8,Lapped,4.0,2025,Monaco Grand Prix,8
ALB,Williams,10.0,9.0,9,Lapped,2.0,2025,Monaco Grand Prix,8
SAI,Williams,11.0,10.0,10,Lapped,1.0,2025,Monaco Grand Prix,8
RUS,Mercedes,14.0,11.0,11,Lapped,0.0,2025,Monaco Grand Prix,8
BEA,Haas F1 Team,20.0,12.0,12,Lapped,0.0,2025,Monaco Grand Prix,8
COL,Alpine,18.0,13.0,13,Lapped,0.0,2025,Monaco Grand Prix,8
BOR,Kick Sauber,16.0,14.0,14,Lapped,0.0,2025,Monaco Grand Prix,8
STR,Aston Martin,19.0,15.0,15,Lapped,0.0,2025,Monaco Grand Prix,8
HUL,Kick Sauber,13.0,16.0,16,Lapped,0.0,2025,Monaco Grand Prix,8
TSU,Red Bull Racing,12.0,17.0,17,Lapped,0.0,2025,Monaco Grand Prix,8
ANT,Mercedes,15.0,18.0,18,Lapped,0.0,2025,Monaco Grand Prix,8
ALO,Aston Martin,6.0,19.0,R,Retired,0.0,2025,Monaco Grand Prix,8
GAS,Alpine,17.0,20.0,R,Retired,0.0,2025,Monaco Grand Prix,8
PIA,McLaren,1.0,1.0,1,Finished,25.0,2025,Spanish Grand Prix,9
NOR,McLaren,2.0,2.0,2,Finished,18.0,2025,Spanish Grand Prix,9
LEC,Ferrari,7.0,3.0,3,Finished,15.0,2025,Spanish Grand Prix,9
RUS,Mercedes,4.0,4.0,4,Finished,12.0,2025,Spanish Grand Prix,9
HUL,Kick Sauber,15.0,5.0,5,Finished,10.0,2025,Spanish Grand Prix,9
HAM,Ferrari,5.0,6.0,6,Finished,8.0,2025,Spanish Grand Prix,9
HAD,Racing Bulls,9.0,7.0,7,Finished,6.0,2025,Spanish Grand Prix,9
GAS,Alpine,8.0,8.0,8,Finished,4.0,2025,Spanish Grand Prix,9
ALO,Aston Martin,10.0,9.0,9,Finished,2.0,2025,Spanish Grand Prix,9
VER,Red Bull Racing,3.0,10.0,10,Finished,1.0,2025,Spanish Grand Prix,9
LAW,Racing Bulls,13.0,11.0,11,Finished,0.0,2025,Spanish Grand Prix,9
BOR,Kick Sauber,12.0,12.0,12,Finished,0.0,2025,Spanish Grand Prix,9
TSU,Red Bull Racing,19.0,13.0,13,Finished,0.0,2025,Spanish Grand Prix,9
SAI,Williams,17.0,14.0,14,Finished,0.0,2025,Spanish Grand Prix,9
COL,Alpine,18.0,15.0,15,Finished,0.0,2025,Spanish Grand Prix,9
OCO,Haas F1 Team,16.0,16.0,16,Finished,0.0,2025,Spanish Grand Prix,9
BEA,Haas F1 Team,14.0,17.0,17,Finished,0.0,2025,Spanish Grand Prix,9
ANT,Mercedes,6.0,18.0,R,Retired,0.0,2025,Spanish Grand Prix,9
ALB,Williams,11.0,19.0,R,Retired,0.0,2025,Spanish Grand Prix,9
RUS,Mercedes,1.0,1.0,1,Finished,25.0,2025,Canadian Grand Prix,10
VER,Red Bull Racing,2.0,2.0,2,Finished,18.0,2025,Canadian Grand Prix,10
ANT,Mercedes,4.0,3.0,3,Finished,15.0,2025,Canadian Grand Prix,10
PIA,McLaren,3.0,4.0,4,Finished,12.0,2025,Canadian Grand Prix,10
LEC,Ferrari,8.0,5.0,5,Finished,10.0,2025,Canadian Grand Prix,10
HAM,Ferrari,5.0,6.0,6,Finished,8.0,2025,Canadian Grand Prix,10
ALO,Aston Martin,6.0,7.0,7,Finished,6.0,2025,Canadian Grand Prix,10
HUL,Kick Sauber,11.0,8.0,8,Finished,4.0,2025,Canadian Grand Prix,10
OCO,Haas F1 Team,14.0,9.0,9,Lapped,2.0,2025,Canadian Grand Prix,10
SAI,Williams,16.0,10.0,10,Lapped,1.0,2025,Canadian Grand Prix,10
BEA,Haas F1 Team,13.0,11.0,11,Lapped,0.0,2025,Canadian Grand Prix,10
TSU,Red Bull Racing,18.0,12.0,12,Lapped,0.0,2025,Canadian Grand Prix,10
COL,Alpine,10.0,13.0,13,Lapped,0.0,2025,Canadian Grand Prix,10
BOR,Kick Sauber,15.0,14.0,14,Lapped,0.0,2025,Canadian Grand Prix,10
GAS,Alpine,20.0,15.0,15,Lapped,0.0,2025,Canadian Grand Prix,10
HAD,Racing Bulls,12.0,16.0,16,Lapped,0.0,2025,Canadian Grand Prix,10
STR,Aston Martin,17.0,17.0,17,Lapped,0.0,2025,Canadian Grand Prix,10
NOR,McLaren,7.0,18.0,18,Retired,0.0,2025,Canadian Grand Prix,10
LAW,Racing Bulls,19.0,19.0,R,Retired,0.0,2025,Canadian Grand Prix,10
ALB,Williams,9.0,20.0,R,Retired,0.0,2025,Canadian Grand Prix,10
NOR,McLaren,1.0,1.0,1,Finished,25.0,2025,Austrian Grand Prix,11
PIA,McLaren,3.0,2.0,2,Finished,18.0,2025,Austrian Grand Prix,11
LEC,Ferrari,2.0,3.0,3,Finished,15.0,2025,Austrian Grand Prix,11
HAM,Ferrari,4.0,4.0,4,Finished,12.0,2025,Austrian Grand Prix,11
RUS,Mercedes,5.0,5.0,5,Finished,10.0,2025,Austrian Grand Prix,11
LAW,Racing Bulls,6.0,6.0,6,Finished,8.0,2025,Austrian Grand Prix,11
ALO,Aston Martin,11.0,7.0,7,Lapped,6.0,2025,Austrian Grand Prix,11
BOR,Kick Sauber,8.0,8.0,8,Lapped,4.0,2025,Austrian Grand Prix,11
HUL,Kick Sauber,20.0,9.0,9,Lapped,2.0,2025,Austrian Grand Prix,11
OCO,Haas F1 Team,17.0,10.0,10,Lapped,1.0,2025,Austrian Grand Prix,11
BEA,Haas F1 Team,15.0,11.0,11,Lapped,0.0,2025,Austrian Grand Prix,11
HAD,Racing Bulls,13.0,12.0,12,Lapped,0.0,2025,Austrian Grand Prix,11
GAS,Alpine,10.0,13.0,13,Lapped,0.0,2025,Austrian Grand Prix,11
STR,Aston Martin,16.0,14.0,14,Lapped,0.0,2025,Austrian Grand Prix,11
COL,Alpine,14.0,15.0,15,Lapped,0.0,2025,Austrian Grand Prix,11
TSU,Red Bull Racing,18.0,16.0,16,Lapped,0.0,2025,Austrian Grand Prix,11
ALB,Williams,12.0,17.0,R,Retired,0.0,2025,Austrian Grand Prix,11
VER,Red Bull Racing,7.0,18.0,R,Retired,0.0,2025,Austrian Grand Prix,11
ANT,Mercedes,9.0,19.0,R,Retired,0.0,2025,Austrian Grand Prix,11
SAI,Williams,19.0,20.0,W,Did not start,0.0,2025,Austrian Grand Prix,11
NOR,McLaren,3.0,1.0,1,Finished,25.0,2025,British Grand Prix,12
PIA,McLaren,2.0,2.0,2,Finished,18.0,2025,British Grand Prix,12
HUL,Kick Sauber,19.0,3.0,3,Finished,15.0,2025,British Grand Prix,12
HAM,Ferrari,5.0,4.0,4,Finished,12.0,2025,British Grand Prix,12
VER,Red Bull Racing,1.0,5.0,5,Finished,10.0,2025,British Grand Prix,12
GAS,Alpine,8.0,6.0,6,Finished,8.0,2025,British Grand Prix,12
STR,Aston Martin,17.0,7.0,7,Finished,6.0,2025,British Grand Prix,12
ALB,Williams,13.0,8.0,8,Finished,4.0,2025,British Grand Prix,12
ALO,Aston Martin,7.0,9.0,9,Finished,2.0,2025,British Grand Prix,12
RUS,Mercedes,4.0,10.0,10,Finished,1.0,2025,British Grand Prix,12
BEA,Haas F1 Team,18.0,11.0,11,Finished,0.0,2025,British Grand Prix,12
SAI,Williams,9.0,12.0,12,Finished,0.0,2025,British Grand Prix,12
OCO,Haas F1 Team,14.0,13.0,13,Finished,0.0,2025,British Grand Prix,12
LEC,Ferrari,6.0,14.0,14,Finished,0.0,2025,British Grand Prix,12
TSU,Red Bull Racing,11.0,15.0,15,Lapped,0.0,2025,British Grand Prix,12
ANT,Mercedes,10.0,16.0,R,Retired,0.0,2025,British Grand Prix,12
HAD,Racing Bulls,12.0,17.0,R,Retired,0.0,2025,British Grand Prix,12
BOR,Kick Sauber,16.0,18.0,R,Retired,0.0,2025,British Grand Prix,12
LAW,Racing Bulls,15.0,19.0,R,Retired,0.0,2025,British Grand Prix,12
COL,Alpine,20.0,20.0,W,Did not start,0.0,2025,British Grand Prix,12
PIA,McLaren,2.0,1.0,1,Finished,25.0,2025,Belgian Grand Prix,13
NOR,McLaren,1.0,2.0,2,Finished,18.0,2025,Belgian Grand Prix,13
LEC,Ferrari,3.0,3.0,3,Finished,15.0,2025,Belgian Grand Prix,13
VER,Red Bull Racing,4.0,4.0,4,Finished,12.0,2025,Belgian Grand Prix,13
RUS,Mercedes,6.0,5.0,5,Finished,10.0,2025,Belgian Grand Prix,13
ALB,Williams,5.0,6.0,6,Finished,8.0,2025,Belgian Grand Prix,13
HAM,Ferrari,18.0,7.0,7,Finished,6.0,2025,Belgian Grand Prix,13
LAW,Racing Bulls,9.0,8.0,8,Finished,4.0,2025,Belgian Grand Prix,13
BOR,Kick Sauber,10.0,9.0,9,Finished,2.0,2025,Belgian Grand Prix,13
GAS,Alpine,13.0,10.0,10,Finished,1.0,2025,Belgian Grand Prix,13
BEA,Haas F1 Team,12.0,11.0,11,Finished,0.0,2025,Belgian Grand Prix,13
HUL,Kick Sauber,14.0,12.0,12,Finished,0.0,2025,Belgian Grand Prix,13
TSU,Red Bull Racing,7.0,13.0,13,Finished,0.0,2025,Belgian Grand Prix,13
STR,Aston Martin,16.0,14.0,14,Finished,0.0,2025,Belgian Grand Prix,13
OCO,Haas F1 Team,11.0,15.0,15,Finished,0.0,2025,Belgian Grand Prix,13
ANT,Mercedes,19.0,16.0,16,Finished,0.0,2025,Belgian Grand Prix,13
ALO,Aston Martin,20.0,17.0,17,Finished,0.0,2025,Belgian Grand Prix,13
SAI,Williams,17.0,18.0,18,Finished,0.0,2025,Belgian Grand Prix,13
COL,Alpine,15.0,19.0,19,Finished,0.0,2025,Belgian Grand Prix,13
HAD,Racing Bulls,8.0,20.0,20,Lapped,0.0,2025,Belgian Grand Prix,13
NOR,McLaren,3.0,1.0,1,Finished,25.0,2025,Hungarian Grand Prix,14
PIA,McLaren,2.0,2.0,2,Finished,18.0,2025,Hungarian Grand Prix,14
RUS,Mercedes,4.0,3.0,3,Finished,15.0,2025,Hungarian Grand Prix,14
LEC,Ferrari,1.0,4.0,4,Finished,12.0,2025,Hungarian Grand Prix,14
ALO,Aston Martin,5.0,5.0,5,Finished,10.0,2025,Hungarian Grand Prix,14
BOR,Kick Sauber,7.0,6.0,6,Finished,8.0,2025,Hungarian Grand Prix,14
STR,Aston Martin,6.0,7.0,7,Finished,6.0,2025,Hungarian Grand Prix,14
LAW,Racing Bulls,9.0,8.0,8,Finished,4.0,2025,Hungarian Grand Prix,14
VER,Red Bull Racing,8.0,9.0,9,Finished,2.0,2025,Hungarian Grand Prix,14
ANT,Mercedes,15.0,10.0,10,Lapped,1.0,2025,Hungarian Grand Prix,14
HAD,Racing Bulls,10.0,11.0,11,Lapped,0.0,2025,Hungarian Grand Prix,14
HAM,Ferrari,12.0,12.0,12,Lapped,0.0,2025,Hungarian Grand Prix,14
HUL,Kick Sauber,18.0,13.0,13,Lapped,0.0,2025,Hungarian Grand Prix,14
SAI,Williams,13.0,14.0,14,Lapped,0.0,2025,Hungarian Grand Prix,14
ALB,Williams,19.0,15.0,15,Lapped,0.0,2025,Hungarian Grand Prix,14
OCO,Haas F1 Team,17.0,16.0,16,Lapped,0.0,2025,Hungarian Grand Prix,14
TSU,Red Bull Racing,20.0,17.0,17,Lapped,0.0,2025,Hungarian Grand Prix,14
COL,Alpine,14.0,18.0,18,Lapped,0.0,2025,Hungarian Grand Prix,14
GAS,Alpine,16.0,19.0,19,Lapped,0.0,2025,Hungarian Grand Prix,14
BEA,Haas F1 Team,11.0,20.0,R,Retired,0.0,2025,Hungarian Grand Prix,14
PIA,McLaren,1.0,1.0,1,Finished,25.0,2025,Dutch Grand Prix,15
VER,Red Bull Racing,3.0,2.0,2,Finished,18.0,2025,Dutch Grand Prix,15
HAD,Racing Bulls,4.0,3.0,3,Finished,15.0,2025,Dutch Grand Prix,15
RUS,Mercedes,5.0,4.0,4,Finished,12.0,2025,Dutch Grand Prix,15
ALB,Williams,15.0,5.0,5,Finished,10.0,2025,Dutch Grand Prix,15
BEA,Haas F1 Team,20.0,6.0,6,Finished,8.0,2025,Dutch Grand Prix,15
STR,Aston Martin,19.0,7.0,7,Finished,6.0,2025,Dutch Grand Prix,15
ALO,Aston Martin,10.0,8.0,8,Finished,4.0,2025,Dutch Grand Prix,15
TSU,Red Bull Racing,12.0,9.0,9,Finished,2.0,2025,Dutch Grand Prix,15
OCO,Haas F1 Team,18.0,10.0,10,Finished,1.0,2025,Dutch Grand Prix,15
COL,Alpine,16.0,11.0,11,Finished,0.0,2025,Dutch Grand Prix,15
LAW,Racing Bulls,8.0,12.0,12,Finished,0.0,2025,Dutch Grand Prix,15
SAI,Williams,9.0,13.0,13,Finished,0.0,2025,Dutch Grand Prix,15
HUL,Kick Sauber,17.0,14.0,14,Finished,0.0,2025,Dutch Grand Prix,15
BOR,Kick Sauber,13.0,15.0,15,Finished,0.0,2025,Dutch Grand Prix,15
ANT,Mercedes,11.0,16.0,16,Finished,0.0,2025,Dutch Grand Prix,15
GAS,Alpine,14.0,17.0,17,Finished,0.0,2025,Dutch Grand Prix,15
NOR,McLaren,2.0,18.0,18,Retired,0.0,2025,Dutch Grand Prix,15
LEC,Ferrari,6.0,19.0,R,Retired,0.0,2025,Dutch Grand Prix,15
HAM,Ferrari,7.0,20.0,R,Retired,0.0,2025,Dutch Grand Prix,15
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2025,Italian Grand Prix,16
NOR,McLaren,2.0,2.0,2,Finished,18.0,2025,Italian Grand Prix,16
PIA,McLaren,3.0,3.0,3,Finished,15.0,2025,Italian Grand Prix,16
LEC,Ferrari,4.0,4.0,4,Finished,12.0,2025,Italian Grand Prix,16
RUS,Mercedes,5.0,5.0,5,Finished,10.0,2025,Italian Grand Prix,16
HAM,Ferrari,10.0,6.0,6,Finished,8.0,2025,Italian Grand Prix,16
ALB,Williams,14.0,7.0,7,Finished,6.0,2025,Italian Grand Prix,16
BOR,Kick Sauber,7.0,8.0,8,Finished,4.0,2025,Italian Grand Prix,16
ANT,Mercedes,6.0,9.0,9,Finished,2.0,2025,Italian Grand Prix,16
HAD,Racing Bulls,19.0,10.0,10,Finished,1.0,2025,Italian Grand Prix,16
SAI,Williams,13.0,11.0,11,Finished,0.0,2025,Italian Grand Prix,16
BEA,Haas F1 Team,11.0,12.0,12,Finished,0.0,2025,Italian Grand Prix,16
TSU,Red Bull Racing,9.0,13.0,13,Finished,0.0,2025,Italian Grand Prix,16
LAW,Racing Bulls,18.0,14.0,14,Finished,0.0,2025,Italian Grand Prix,16
OCO,Haas F1 Team,15.0,15.0,15,Lapped,0.0,2025,Italian Grand Prix,16
GAS,Alpine,20.0,16.0,16,Lapped,0.0,2025,Italian Grand Prix,16
COL,Alpine,17.0,17.0,17,Lapped,0.0,2025,Italian Grand Prix,16
STR,Aston Martin,16.0,18.0,18,Lapped,0.0,2025,Italian Grand Prix,16
ALO,Aston Martin,8.0,19.0,R,Retired,0.0,2025,Italian Grand Prix,16
HUL,Kick Sauber,12.0,20.0,W,Did not start,0.0,2025,Italian Grand Prix,16
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2025,Azerbaijan Grand Prix,17
RUS,Mercedes,5.0,2.0,2,Finished,18.0,2025,Azerbaijan Grand Prix,17
SAI,Williams,2.0,3.0,3,Finished,15.0,2025,Azerbaijan Grand Prix,17
ANT,Mercedes,4.0,4.0,4,Finished,12.0,2025,Azerbaijan Grand Prix,17
LAW,Racing Bulls,3.0,5.0,5,Finished,10.0,2025,Azerbaijan Grand Prix,17
TSU,Red Bull Racing,6.0,6.0,6,Finished,8.0,2025,Azerbaijan Grand Prix,17
NOR,McLaren,7.0,7.0,7,Finished,6.0,2025,Azerbaijan Grand Prix,17
HAM,Ferrari,12.0,8.0,8,Finished,4.0,2025,Azerbaijan Grand Prix,17
LEC,Ferrari,10.0,9.0,9,Finished,2.0,2025,Azerbaijan Grand Prix,17
HAD,Racing Bulls,8.0,10.0,10,Finished,1.0,2025,Azerbaijan Grand Prix,17
BOR,Kick Sauber,13.0,11.0,11,Finished,0.0,2025,Azerbaijan Grand Prix,17
BEA,Haas F1 Team,15.0,12.0,12,Finished,0.0,2025,Azerbaijan Grand Prix,17
ALB,Williams,19.0,13.0,13,Finished,0.0,2025,Azerbaijan Grand Prix,17
OCO,Haas F1 Team,20.0,14.0,14,Finished,0.0,2025,Azerbaijan Grand Prix,17
ALO,Aston Martin,11.0,15.0,15,Finished,0.0,2025,Azerbaijan Grand Prix,17
HUL,Kick Sauber,17.0,16.0,16,Finished,0.0,2025,Azerbaijan Grand Prix,17
STR,Aston Martin,14.0,17.0,17,Finished,0.0,2025,Azerbaijan Grand Prix,17
GAS,Alpine,18.0,18.0,18,Lapped,0.0,2025,Azerbaijan Grand Prix,17
COL,Alpine,16.0,19.0,19,Lapped,0.0,2025,Azerbaijan Grand Prix,17
PIA,McLaren,9.0,20.0,R,Retired,0.0,2025,Azerbaijan Grand Prix,17
RUS,Mercedes,1.0,1.0,1,Finished,25.0,2025,Singapore Grand Prix,18
VER,Red Bull Racing,2.0,2.0,2,Finished,18.0,2025,Singapore Grand Prix,18
NOR,McLaren,5.0,3.0,3,Finished,15.0,2025,Singapore Grand Prix,18
PIA,McLaren,3.0,4.0,4,Finished,12.0,2025,Singapore Grand Prix,18
ANT,Mercedes,4.0,5.0,5,Finished,10.0,2025,Singapore Grand Prix,18
LEC,Ferrari,7.0,6.0,6,Finished,8.0,2025,Singapore Grand Prix,18
ALO,Aston Martin,10.0,7.0,7,Finished,6.0,2025,Singapore Grand Prix,18
HAM,Ferrari,6.0,8.0,8,Finished,4.0,2025,Singapore Grand Prix,18
BEA,Haas F1 Team,9.0,9.0,9,Finished,2.0,2025,Singapore Grand Prix,18
SAI,Williams,18.0,10.0,10,Lapped,1.0,2025,Singapore Grand Prix,18
HAD,Racing Bulls,8.0,11.0,11,Lapped,0.0,2025,Singapore Grand Prix,18
TSU,Red Bull Racing,13.0,12.0,12,Lapped,0.0,2025,Singapore Grand Prix,18
STR,Aston Martin,15.0,13.0,13,Lapped,0.0,2025,Singapore Grand Prix,18
ALB,Williams,20.0,14.0,14,Lapped,0.0,2025,Singapore Grand Prix,18
LAW,Racing Bulls,12.0,15.0,15,Lapped,0.0,2025,Singapore Grand Prix,18
COL,Alpine,16.0,16.0,16,Lapped,0.0,2025,Singapore Grand Prix,18
BOR,Kick Sauber,14.0,17.0,17,Lapped,0.0,2025,Singapore Grand Prix,18
OCO,Haas F1 Team,17.0,18.0,18,Lapped,0.0,2025,Singapore Grand Prix,18
